longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,,median_house_value
-122.04,37.12,30,1427,311,686,251,4.0781,188107,NEAR OCEAN,,154500
-117.41,34.01,34,1231,216,841,199,2.6442,97070,INLAND,,92000
-119.81,36.78,37,1965,364,796,335,3.625,89274,INLAND,,83400
-118.06,33.78,22,4048,562,1637,541,7.3463,354900.03,<1H OCEAN,,355600
-122.33,37.89,42,1342,291,551,266,4.5268,232415.02,NEAR BAY,,207400
-117.76,34.06,33,1831,486,1625,472,1.9937,105344,INLAND,,103600
-120.44,34.87,13,2312,352,1084,388,5.038,197050,<1H OCEAN,,194000
-118.99,35.39,39,2228,542,1516,435,1.6009,50504,INLAND,,48800
-118.4,33.97,38,1089,174,502,180,7.5953,431825.12,<1H OCEAN,,434800
-119.36,35.55,29,510,84,236,73,2.7,115259,INLAND,,125000
-117.76,33.94,40,1092,213,457,190,5.1165,200080.01,<1H OCEAN,,184200
-122.27,37.85,52,1966,347,793,331,2.775,165089,NEAR BAY,,152500
-117.94,33.78,40,299,68,163,70,3.0125,174036.01,<1H OCEAN,,166100
-120.06,39.09,30,2979,583,316,124,2.1987,118404,INLAND,,124000
-117.11,32.62,27,1846,509,1078,482,2.1719,129948,NEAR OCEAN,,131500
-117.07,32.57,17,2961,634,1911,615,2.5859,130807,NEAR OCEAN,,131400
-118.13,34.21,36,1449,235,621,210,6.1824,272746.01,INLAND,,274100
-117.73,34.07,34,4038,725,2716,759,4.1339,153776,INLAND,,135000
-122.13,37.39,27,3385,427,1248,409,12.0372,500001,NEAR BAY,,500001
-122.62,38.4,10,9772,1308,3741,1242,6.5261,324696.01,<1H OCEAN,,324700
-121.25,38.72,10,7277,1168,3507,1131,4.485,172883,INLAND,,179400
-122.29,40.39,17,1682,332,887,316,1.8438,78312,INLAND,,76400
-120.37,38.01,30,473,,242,93,2.5417,118871,INLAND,,123200
-122.41,37.75,52,2452,623,1932,549,2.3903,242273.01,NEAR BAY,,236100
-117.14,32.7,36,633,148,557,139,1.5729,86772,NEAR OCEAN,,82700
-117.74,33.61,16,2753,576,857,546,3.7422,228961,<1H OCEAN,,229800
-118.53,34.45,26,828,149,508,158,5.2374,190904,<1H OCEAN,,185500
-122.14,37.43,18,2060,563,1144,600,4.0686,342656,NEAR BAY,,378600
-121.89,37.38,3,4778,1047,2522,990,5.7695,278216,<1H OCEAN,,271400
-118.13,34.18,52,3094,519,1309,488,6.4223,322898,INLAND,,310900
-118.24,34.13,37,1644,395,959,383,3.3636,245377,<1H OCEAN,,257700
-121.87,37.25,4,2498,775,1213,631,3.7844,203518,<1H OCEAN,,183900
-122.39,40.6,22,2195,489,1021,460,1.4125,68181,INLAND,,66500
-122.35,37.53,27,2169,305,905,319,7.7743,448741.08,NEAR OCEAN,,453100
-121.06,36.72,23,395,70,166,52,2.2132,110441.99,INLAND,,100000
-122.03,37.34,17,1165,278,598,287,4.0129,314468.01,<1H OCEAN,,342400
-120.27,37.12,36,1219,258,639,245,1.9464,64929,INLAND,,57000
-122.46,37.74,52,2053,281,791,287,10.959,500001,NEAR BAY,,500001
-117.31,33.97,28,3420,691,1502,656,3.4896,133680,INLAND,,140300
-119.11,35.42,52,154,,37,16,10.0263,208887.04,INLAND,,200000
-123.36,39.25,17,1087,254,522,202,2.5875,134186,<1H OCEAN,,144500
-122.27,37.87,52,3084,698,1424,694,2.7372,215507,NEAR BAY,,210200
-122.25,37.79,39,461,129,381,123,1.6,122828.01,NEAR BAY,,112500
-117.18,34.06,26,1953,446,1284,414,1.3485,86532,INLAND,,85100
-121.08,40.19,11,919,199,69,43,1.6944,130402.01,INLAND,,137500
-117.71,34.15,17,17715,2370,7665,2312,7.9068,345389,INLAND,,349100
-121.47,39.51,19,3720,636,1304,607,2.6921,93243,INLAND,,97500
-119.26,36.61,33,560,90,310,113,2.5417,109561,INLAND,,118800
-119.56,37.29,14,2391,451,798,308,3.0924,115890,INLAND,,114600
-118.64,34.18,33,3808,623,1784,615,5.1641,277029.03,<1H OCEAN,,263400
-115.6,32.87,3,1629,317,1005,312,4.1293,101995,INLAND,,83200
-118.13,33.82,44,1619,280,815,284,5.5449,246191.03,<1H OCEAN,,232200
-118.61,34.19,28,3824,749,1790,701,4.1154,251894,<1H OCEAN,,246400
-118.45,34.31,28,1532,287,977,275,4.4773,183224,<1H OCEAN,,173100
-122.41,37.66,34,1075,318,906,294,3.0052,243951,NEAR OCEAN,,242500
-118.34,33.92,6,1047,271,740,248,3.425,189583,<1H OCEAN,,193800
-118.28,34.03,41,1933,791,3121,719,1.8539,151103,<1H OCEAN,,147500
-118.34,34.08,50,3457,854,1584,841,3.1078,340194.02,<1H OCEAN,,346700
-122.53,37.98,32,2390,336,810,354,8.5759,473277.65,NEAR BAY,,500001
-121.19,40.23,10,1572,232,247,104,5.8453,190591,INLAND,,193800
-118.37,33.97,21,3616,1060,2515,945,2.7464,160177,<1H OCEAN,,153100
-119.17,34.2,40,1083,319,1843,349,2.3077,131527,NEAR OCEAN,,106900
-121.98,38.36,30,140,35,103,35,4.163,120313.01,INLAND,,112500
-121.23,38.71,18,4947,714,2227,675,4.8542,172714,INLAND,,170500
-115.8,33.26,2,96,18,30,16,5.3374,115424,INLAND,,47500
-122.06,37.6,18,1726,276,1186,310,5.3226,231278,NEAR BAY,,231700
-118.43,33.87,41,847,173,344,170,6.822,468974.71,NEAR OCEAN,,500001
-118.3,33.72,28,2647,658,1459,595,3.4474,254935,NEAR OCEAN,,253400
-119.6,36.56,36,738,168,737,186,1.4415,53854,INLAND,,54400
-118.48,34.2,26,2027,559,1545,513,2.8974,192905,<1H OCEAN,,189900
-118.44,34.02,32,2242,490,921,461,4.0429,474194.79,<1H OCEAN,,500001
-121.39,38.51,19,1808,375,758,320,2.0062,99680,INLAND,,92000
-121.85,37.26,16,1816,241,793,234,6.8194,302762.02,<1H OCEAN,,291200
-117.06,33.04,17,1785,255,667,277,5.7382,258793,<1H OCEAN,,278000
-121.69,36.81,18,2837,522,1454,458,4.5272,224583,<1H OCEAN,,221000
-118.1,33.82,36,1946,346,871,336,5.2155,249971,<1H OCEAN,,254800
-123.02,38.36,16,1496,298,778,284,3.8589,245817,NEAR OCEAN,,268800
-117.76,33.71,15,1010,350,470,342,3.2229,128807,<1H OCEAN,,108300
-120.52,35.06,11,1317,234,655,243,4.3611,303490.02,<1H OCEAN,,329700
-118.14,34.57,6,9882,1892,4892,1621,3.7636,160922,INLAND,,167600
-118.28,33.97,40,2180,642,2464,631,1.5521,96087,<1H OCEAN,,90100
-121.34,38.65,27,1595,246,610,253,4.6,170565,INLAND,,199000
-120.67,35.29,44,2236,411,1036,437,3.0833,223490,NEAR OCEAN,,219300
-117.43,34.08,13,4563,1187,2475,1019,2.1189,114658,INLAND,,121700
-118.15,34.12,49,1789,288,848,311,6.0199,421407.01,<1H OCEAN,,500000
-119.12,34.25,31,737,146,1436,168,3.5625,186223,NEAR OCEAN,,194100
-121.31,38.66,27,1713,282,761,295,5.2081,147661,INLAND,,136400
-122.42,37.74,52,1271,353,1076,324,2.9911,262466,NEAR BAY,,263900
-118.11,34.17,50,3374,598,1484,569,4.99,284577,INLAND,,261600
-122.25,37.82,52,1424,289,550,253,5.0917,288750.02,NEAR BAY,,262500
-120.86,37.49,22,2140,445,1441,409,2.4706,95401,INLAND,,89400
-118.28,33.93,21,847,278,1283,277,1.4329,95499,<1H OCEAN,,94100
-117.95,33.77,38,989,246,691,204,3.2632,186634.01,<1H OCEAN,,180900
-118.41,34.32,18,6572,1105,3473,1067,5.2987,217870,<1H OCEAN,,203400
-119.77,36.81,25,1565,271,661,275,3.4279,87553,INLAND,,84700
-117.04,32.6,20,8052,1461,5094,1430,4.2241,156666,NEAR OCEAN,,139800
-121.54,36.99,27,2361,449,1782,397,3.2614,253329,INLAND,,305000
-118.13,33.89,33,3668,867,2368,845,2.8906,199786,<1H OCEAN,,204900
-121.84,37.35,22,2914,768,2962,762,2.2031,161062,<1H OCEAN,,164000
-117.24,33.21,9,2486,626,1938,525,2.1293,143819,<1H OCEAN,,151400
-121.07,39.23,39,2099,433,929,423,1.9886,106261,INLAND,,113800
-117.41,34.09,21,3300,587,1896,572,3.6466,124529,INLAND,,130600
-122.44,38.57,26,2101,390,2171,360,3.6429,175751,INLAND,,159700
-116.99,32.72,13,1330,216,719,215,3.8295,150639,<1H OCEAN,,149600
-120.57,35.12,39,1656,333,866,317,2.8824,187819,<1H OCEAN,,195200
-117.99,33.85,34,1948,306,957,304,4.9777,218486,<1H OCEAN,,212600
-117.83,34.11,29,2671,437,1484,445,4.9844,206692,INLAND,,203000
-118.39,33.86,34,2361,442,915,437,5.687,398063.04,<1H OCEAN,,392400
-117.93,33.79,36,2363,403,1240,391,4.0909,194539,<1H OCEAN,,190800
-118.35,33.91,34,2055,448,1134,408,3.825,237347,<1H OCEAN,,235400
-120.91,39.39,16,352,105,226,82,1.6094,85791.99,INLAND,,79500
-118.3,33.95,41,2057,550,1805,506,1.2455,103273,<1H OCEAN,,100800
-118.14,34.14,17,3404,1011,1694,949,2.9511,248526,<1H OCEAN,,282300
-117.64,33.65,4,6842,1512,3256,1439,5.4132,254221.03,<1H OCEAN,,216600
-119.05,35.42,41,1992,421,1006,419,2.8393,63223,INLAND,,57000
-118.61,34.59,5,4028,896,2062,826,4.0579,161310,INLAND,,167100
-117.87,33.74,52,2411,526,2165,521,3.415,174213,<1H OCEAN,,172500
-118.09,33.94,36,2762,472,1576,493,4.0846,189923,<1H OCEAN,,183400
-122.21,37.52,18,2962,945,1639,851,2.7399,132048,NEAR BAY,,87500
-122.25,40.66,15,2771,546,1423,505,3.6413,113509,INLAND,,108500
-121.94,37.76,4,6875,1439,2889,1307,4.6932,325460,<1H OCEAN,,356100
-119.18,34.15,22,4769,1366,5534,1318,2.4167,227746,NEAR OCEAN,,192000
-119.78,36.78,37,2185,455,1143,438,1.9784,68292,INLAND,,70700
-118.33,33.96,42,2084,517,1062,451,2.0057,177988,<1H OCEAN,,198200
-118.08,33.77,26,2013,551,664,510,2.2708,119103.01,<1H OCEAN,,67500
-117.17,34.03,33,4583,648,1760,638,6.3308,252208.06,INLAND,,230600
-118.09,33.78,26,2146,298,852,296,6.6137,340368.02,<1H OCEAN,,342700
-118.11,34.07,46,1130,229,698,209,5.2719,253241.03,<1H OCEAN,,244400
-119.59,36.72,18,1284,193,621,190,4.5375,130044,INLAND,,130600
-121.95,37.28,19,7027,1847,3759,1753,3.1509,237386,<1H OCEAN,,242900
-121.37,38.61,39,823,146,329,144,3.0833,115795,INLAND,,114100
-121.5,38.59,43,88,21,119,19,1.725,83301.99,INLAND,,67500
-122.25,38.1,52,1780,373,824,317,2.75,115367,NEAR BAY,,109900
-118.38,34.2,23,4138,1171,3911,1068,3.0125,186179,<1H OCEAN,,181700
-118.33,34.18,45,2570,517,1256,510,4.6898,238504,<1H OCEAN,,226000
-118.13,33.95,37,1709,333,778,344,3.9036,299151,<1H OCEAN,,326600
-122.65,38.92,30,70,38,20,13,4.125,128463,INLAND,,112500
-122.1,37.65,36,410,76,252,82,4.5303,190050,NEAR BAY,,175000
-122.72,38.47,29,1706,415,990,394,1.9932,158716,<1H OCEAN,,164800
-118.17,33.89,52,63,12,47,8,7.2423,296652.02,<1H OCEAN,,350000
-121.82,38.36,26,1974,364,1002,362,3.3036,175502,INLAND,,210000
-121.81,37.27,20,3244,520,1769,469,5.9214,234087,<1H OCEAN,,224000
-117.52,33.84,20,688,146,575,144,3.55,129519,INLAND,,111000
-118.16,34.14,27,1551,254,816,233,8.2435,478586.76,<1H OCEAN,,500001
-118.06,33.98,42,1342,243,615,208,5.4381,212837.01,<1H OCEAN,,186900
-118.29,33.89,35,2810,614,1578,601,3.59,195623,<1H OCEAN,,200600
-117.09,33.11,32,1713,321,891,286,3.1429,168979,<1H OCEAN,,171600
-116.98,32.68,22,2346,380,1217,382,5.5248,175978,NEAR OCEAN,,156300
-117.1,32.68,49,1412,350,1200,332,2.0398,95298,NEAR OCEAN,,93600
-122.28,38.22,42,106,18,40,25,7.5197,281688,NEAR BAY,,275000
-117.96,33.86,35,2181,371,1249,358,4.2937,184510,<1H OCEAN,,183200
-119.01,35.38,36,790,224,426,208,1.4427,53775,INLAND,,50600
-120.09,36.19,12,1923,559,2809,535,1.4191,56914,INLAND,,55100
-122.34,37.94,42,2206,451,989,444,3.125,143095,NEAR BAY,,143900
-121.99,37.77,14,8213,1364,3283,1286,5.1755,277819,<1H OCEAN,,294800
-118.34,34.05,52,2530,458,1122,449,3.9167,303638.03,<1H OCEAN,,321600
-117.09,32.64,24,3613,973,2002,931,1.947,140700,NEAR OCEAN,,147500
-122.32,37.53,39,2795,464,1183,443,5.779,386553.02,NEAR OCEAN,,387100
-124.08,41.36,29,1029,239,509,196,2.0156,69651,NEAR OCEAN,,62800
-118.35,33.87,37,1420,286,886,290,4.5833,271808,<1H OCEAN,,261300
-121.65,39.35,24,1003,251,1098,227,1.7552,82054,INLAND,,86400
-121.89,38.01,28,3639,751,2362,641,3.0042,109485,INLAND,,103900
-121.81,37.99,22,2331,359,1086,340,5.1435,159152,INLAND,,150800
-121.28,37.95,46,1026,330,1109,333,1.2904,65870,INLAND,,63300
-119.74,34.38,32,1479,287,830,288,5.345,332120.02,NEAR OCEAN,,322600
-117.2,32.8,33,2573,436,1084,443,4.2417,266741,NEAR OCEAN,,294100
-122.25,38.05,30,1255,297,779,307,1.6767,136563,NEAR BAY,,147700
-117.1,33.09,5,12045,2162,5640,1997,4.4375,292775,<1H OCEAN,,353000
-122.4,37.72,41,1975,440,1528,424,3.8625,225515,NEAR BAY,,218300
-118,33.71,19,4808,1029,2422,971,4.0121,245824,<1H OCEAN,,279700
-118.31,34.04,37,2338,686,2376,630,1.767,171806,<1H OCEAN,,170300
-118.37,34.21,34,2272,558,2164,484,3.7143,178664,<1H OCEAN,,175700
-117.47,33.93,33,919,208,724,235,3.4028,113558,INLAND,,110500
-117.25,33.39,22,2699,543,1425,491,2.375,143357,<1H OCEAN,,137300
-119.33,36.28,16,2624,527,1077,520,2.125,98864,INLAND,,104200
-117.93,33.78,28,4380,820,2187,835,3.9018,188357,<1H OCEAN,,182300
-118.37,34.09,22,4247,1253,1766,1170,3.1517,323426.02,<1H OCEAN,,341700
-117.31,33.67,9,981,169,596,156,3.1832,159867.03,<1H OCEAN,,157400
-117.15,34.07,15,1852,316,906,298,5.3526,140805,INLAND,,129800
-117.04,32.67,14,3464,683,2139,734,4.0668,142978,NEAR OCEAN,,137500
-122.28,37.84,49,1916,447,863,378,1.9274,125186,NEAR BAY,,122300
-118.33,33.91,35,1092,302,962,297,3.5903,185140,<1H OCEAN,,183300
-122.25,40.6,16,2753,494,1414,459,3.8323,123510,INLAND,,128300
-120.97,37.66,21,2760,632,1260,576,2.0227,153067,INLAND,,179800
-117.01,32.79,31,3776,815,1886,799,3.4421,156624,<1H OCEAN,,155300
-122.59,37.99,36,4869,871,1899,827,4.1659,303154,NEAR BAY,,302000
-117.26,33.2,13,3163,725,1675,629,2.8214,129095,<1H OCEAN,,121900
-121.34,38.69,16,2686,516,1553,529,3.7857,117335,INLAND,,112700
-117.13,32.75,31,2336,656,1186,609,2.5872,140496,NEAR OCEAN,,130600
-121.02,39.23,16,1427,319,642,333,1.4241,123052,INLAND,,125000
-122.41,37.8,52,2583,672,1335,613,3.1477,465480.74,NEAR BAY,,500001
-122.62,38.15,14,2259,341,1127,346,6.4092,310839,<1H OCEAN,,334900
-118.2,33.81,45,944,178,533,193,3.4808,196365,NEAR OCEAN,,206900
-118.1,34.07,29,1179,313,1255,308,2.5964,177172,<1H OCEAN,,176800
-121.88,38,16,2605,440,1352,408,4.1947,141307,INLAND,,140300
-122.55,38.01,27,3966,577,1657,611,6.3314,346172.01,NEAR BAY,,342200
-121.37,38.7,18,3938,649,1861,606,3.6484,101127,INLAND,,95000
-121.34,38.64,17,2761,501,1128,482,3.7562,141879,INLAND,,139700
-117.99,33.89,23,2111,306,979,288,8.5621,360177.03,<1H OCEAN,,347800
-119.76,36.73,39,1553,363,1449,341,1.4419,46468,INLAND,,45500
-120.57,37.35,18,704,176,520,154,3.003,106906,INLAND,,101300
-121.92,36.61,27,3044,661,1229,618,3.1359,258467,NEAR OCEAN,,268000
-118.32,33.93,37,2379,462,1327,445,4.25,172338,<1H OCEAN,,172100
-118.94,34.18,24,3689,585,1898,581,5.9224,253671,<1H OCEAN,,239400
-117.06,32.61,34,4325,1015,2609,979,2.8489,133642,NEAR OCEAN,,128300
-118.31,34.03,47,1315,,785,245,1.23,146648,<1H OCEAN,,138400
-117.69,33.6,17,2150,361,1194,335,5.4622,238904.02,<1H OCEAN,,227000
-121.64,36.7,32,4089,735,2927,713,4.1675,173550,<1H OCEAN,,142500
-117.7,34.06,7,732,145,431,132,2.9107,117395,INLAND,,95300
-122.43,37.76,52,2242,459,751,464,4.75,467814.69,NEAR BAY,,500001
-117.26,34.24,10,4750,844,1220,428,4.5536,134068,INLAND,,132400
-118.32,34.03,35,3189,935,2221,801,2.1046,133506,<1H OCEAN,,114000
-120.06,36.97,35,1859,428,1208,399,1.4044,61654,INLAND,,61700
-122.44,37.72,52,1380,272,847,284,3.7143,261481,NEAR BAY,,260000
-121.9,37.66,18,7397,1137,3126,1115,6.4994,309304,INLAND,,323000
-117.72,34.1,46,2477,458,1034,455,5.5,274116,INLAND,,289700
-120.08,36.97,13,3356,589,1458,601,3.8257,97935,INLAND,,94200
-118.19,33.86,35,1133,296,774,271,2.2381,147792,<1H OCEAN,,137500
-117.83,33.66,16,1574,385,515,363,5.3423,275479,<1H OCEAN,,291700
-118.35,33.95,42,1779,431,1507,380,2.8892,159296,<1H OCEAN,,159800
-118.25,33.79,39,981,286,1183,298,1.9208,135590,NEAR OCEAN,,139800
-122.36,40.58,17,1220,275,800,261,1.9181,102090,INLAND,,118800
-121.83,37.4,27,1145,150,492,160,5.716,315264,<1H OCEAN,,348300
-119.23,34.3,18,1713,244,690,239,6.9483,394200.08,NEAR OCEAN,,404300
-122.71,38.44,52,988,283,475,242,1.3684,220501,<1H OCEAN,,258300
-119.79,36.85,11,2596,619,1765,539,1.9511,59521,INLAND,,54000
-118,33.81,33,2970,547,1869,539,4.3636,203564,<1H OCEAN,,201800
-118.22,33.82,30,1680,469,1779,429,3.6086,156865.01,NEAR OCEAN,,146300
-117.97,34.01,33,3530,700,2959,679,3.7459,157831,<1H OCEAN,,152900
-122.41,37.62,49,1464,302,636,259,4.25,287538,NEAR OCEAN,,284100
-118.35,34.06,52,1368,322,617,303,5.3819,413695.12,<1H OCEAN,,440900
-121.7,39.37,32,1852,373,911,365,1.7885,59137,INLAND,,57000
-120.31,38.02,11,2366,398,1046,387,3.8203,139143,INLAND,,139700
-117.35,34.11,34,2104,388,1578,365,3.0833,91890,INLAND,,88400
-117.22,33.22,16,2134,643,1555,560,1.7217,167262.01,<1H OCEAN,,175000
-122.32,38.12,12,5382,928,3928,921,5.3785,176801,NEAR BAY,,150600
-118.19,34.12,52,679,132,483,163,4.2344,185945,<1H OCEAN,,162500
-121.81,37.25,12,2070,587,1216,532,4.1926,240989.02,<1H OCEAN,,244500
-117.11,32.71,30,1729,457,1673,460,1.7,85664,NEAR OCEAN,,85900
-122.2,37.81,45,2964,436,1067,426,6.7851,344603.03,NEAR BAY,,323500
-122.25,37.48,37,3507,569,1663,608,5.0863,407171,NEAR OCEAN,,440300
-117.2,33.29,12,6358,1182,2778,1020,4.0357,256673,<1H OCEAN,,295900
-121.06,39.21,52,1452,309,637,299,2.2083,108907,INLAND,,103900
-122.17,37.77,30,3326,746,1704,703,2.875,134951,NEAR BAY,,135300
-121.93,37.49,5,1150,311,648,245,3.5714,282723,<1H OCEAN,,300000
-122.26,37.8,20,2373,779,1659,676,1.6929,133395,NEAR BAY,,115000
-122.03,38.27,24,3580,735,1959,731,2.7284,120745,INLAND,,118500
-117.8,33.7,5,1549,378,735,355,5.2923,206702,<1H OCEAN,,194000
-122.37,37.59,52,2272,403,963,376,5.7245,466327.09,NEAR OCEAN,,500000
-117.09,32.75,30,1899,546,1620,493,1.6034,91396,NEAR OCEAN,,84400
-122.03,37.37,41,2123,425,1032,435,4.6957,284113,<1H OCEAN,,284800
-118.45,34.03,45,727,168,520,175,2.6528,306008.01,<1H OCEAN,,300000
-121.98,36.97,21,3349,737,1952,718,3.7273,250120,NEAR OCEAN,,251900
-122.03,38.28,15,5114,833,2418,778,4.4882,147997,INLAND,,144000
-118.12,34.17,37,2705,676,1551,608,2.2692,196165,INLAND,,225000
-122.14,37.43,52,1944,308,696,293,8.2664,499326.98,NEAR BAY,,500001
-117.1,32.9,16,2994,445,1047,437,5.149,185834,<1H OCEAN,,184300
-117.13,32.73,52,1148,214,481,215,5.454,271501.03,NEAR OCEAN,,240900
-122.21,37.78,47,881,248,753,241,2.625,116447,NEAR BAY,,111300
-119.76,36.71,29,1745,441,1530,391,1.5611,48246,INLAND,,44400
-118.44,34.05,22,3970,871,1588,791,4.8618,478780.8,<1H OCEAN,,500001
-117.62,34.08,30,1372,235,1047,225,3.1597,126135,INLAND,,116300
-118.33,33.84,36,1364,251,668,245,5.3131,314898,<1H OCEAN,,314100
-118.31,34.08,30,1390,457,1460,423,2.2422,244920,<1H OCEAN,,254500
-117.91,33.69,30,2704,426,1289,423,5.2815,231083,<1H OCEAN,,229500
-117.73,34.1,37,3457,,1344,530,5.8891,251491.02,INLAND,,226000
-117.25,32.76,38,2331,493,836,433,4.9125,425803.07,NEAR OCEAN,,452600
-121.31,37.97,42,1824,277,720,309,5.1915,184921,INLAND,,183700
-117.26,33.04,16,3109,450,1433,453,6.6319,289323.01,NEAR OCEAN,,269600
-118.39,34.23,43,1193,299,1184,320,2.1518,163415,<1H OCEAN,,161600
-122.2,37.78,52,2300,443,1225,423,3.5398,167819,NEAR BAY,,158400
-118.46,34.26,36,1394,254,761,262,4.9485,214477,<1H OCEAN,,217100
-122.04,36.98,33,797,125,385,133,6.7974,384007.1,NEAR OCEAN,,367600
-120.64,35.26,21,3298,716,1862,687,2.1507,209392,NEAR OCEAN,,221500
-118.2,34.05,43,1165,317,1279,303,1.9615,140390,<1H OCEAN,,141700
-122.43,37.73,52,1386,276,729,274,3.6694,271768,NEAR BAY,,275500
-118.16,33.72,29,2743,708,1059,651,3.625,434338.15,NEAR OCEAN,,500000
-117.93,33.8,34,3903,717,2054,716,4.2731,213357,<1H OCEAN,,218000
-121.32,38.65,23,2628,499,1210,453,3.0952,148184,INLAND,,157700
-117.97,33.68,16,4508,598,2221,623,7.3731,370854,<1H OCEAN,,390800
-116.85,34.26,18,6988,1635,2044,726,2.4308,93590,INLAND,,90600
-116.89,32.67,9,2652,393,1355,362,6.2578,283400,<1H OCEAN,,293100
-117.27,33.05,15,3333,808,1371,737,2.9083,164681,NEAR OCEAN,,122400
-117.78,33.87,16,5609,952,2624,934,5.3307,211849,<1H OCEAN,,169600
-116.19,33.69,11,5692,1346,5682,1273,2.5383,79061,INLAND,,74000
-117.83,33.87,5,6971,1449,3521,1423,5.2131,243689.01,<1H OCEAN,,243900
-117.05,32.63,31,4911,861,2334,843,4.1958,161244,NEAR OCEAN,,160100
-117,32.74,17,2357,599,1423,510,1.8856,119435,<1H OCEAN,,118800
-119.27,36.32,6,2881,518,1432,504,4.0806,111178,INLAND,,110200
-121.88,37.33,36,1904,689,3561,632,2.0972,188865,<1H OCEAN,,187500
-118.02,34.13,32,3308,718,1803,667,3.9464,269527,INLAND,,273600
-122.53,37.63,27,2589,658,1386,608,2.9087,239583,NEAR OCEAN,,228200
-118.18,34.1,10,1940,445,763,412,4.975,196443.01,<1H OCEAN,,166700
-118.41,34.04,52,2113,332,800,327,11.1768,500001,<1H OCEAN,,500001
-121.97,36.97,15,2849,668,1546,582,2.7587,225642,NEAR OCEAN,,228600
-123.35,39.42,18,1619,346,904,295,2.1625,81901,<1H OCEAN,,77200
-121.28,37.94,48,1766,444,1406,421,1.7039,61029,INLAND,,52700
-122.31,40.49,18,4026,718,1731,705,3.35,111301,INLAND,,118400
-118.07,33.9,45,1776,353,1180,337,4.6406,174726,<1H OCEAN,,169200
-119.71,34.43,18,1170,372,681,346,2.1974,248935.01,<1H OCEAN,,255000
-118.3,33.75,48,1958,386,1098,380,4.625,270270,<1H OCEAN,,273400
-116.46,33.82,6,4863,920,3010,828,3.9508,128190.01,INLAND,,104200
-117.38,34.2,16,193,45,312,76,3.7578,141229,INLAND,,137500
-123.37,39.43,32,2780,470,1281,479,3.588,103201,<1H OCEAN,,96000
-118.27,34.11,36,1832,539,934,486,3.0521,255547,<1H OCEAN,,276600
-118.37,34.04,42,1809,424,1094,382,2.767,170001.01,<1H OCEAN,,143000
-122.11,37.05,18,3337,549,1449,519,5.1412,326757.03,NEAR OCEAN,,315800
-122.03,37.27,32,4350,645,1551,609,7.8279,474068.74,<1H OCEAN,,500001
-121.43,37.78,24,807,174,585,166,2.6181,150848,INLAND,,163500
-121.18,39.23,8,2112,360,782,344,3.7125,169631,INLAND,,175000
-118.62,34.17,32,1491,355,756,296,3.0404,290049.08,<1H OCEAN,,262800
-118.17,34.87,9,1507,293,761,278,3.0184,95861,INLAND,,87900
-122.5,37.74,44,2082,470,1154,403,4.3611,271327,NEAR OCEAN,,268100
-118.21,33.97,35,1863,537,2274,510,2.1005,166726,<1H OCEAN,,171300
-121.03,37.66,31,887,217,614,199,2.1528,92506,INLAND,,75500
-122.53,37.96,35,908,194,413,197,3.9917,284558.01,NEAR BAY,,290800
-118.03,33.97,36,1601,290,715,284,4.8152,223249,<1H OCEAN,,232400
-121.78,38.55,12,10509,2186,5633,2138,2.9605,169837,INLAND,,204300
-118.27,34.09,52,1079,222,439,201,4.625,244252,<1H OCEAN,,230800
-118.16,33.84,36,1348,234,643,221,3.6447,209912,<1H OCEAN,,211000
-118.71,34.3,23,1983,280,978,287,6.3199,252827,<1H OCEAN,,236700
-122.28,37.84,50,2082,492,1131,473,1.6424,116143,NEAR BAY,,108900
-118.37,34.43,11,17339,2866,8721,2803,5.9507,225647,INLAND,,225200
-118.31,33.93,35,1580,266,926,282,5.0653,176173,<1H OCEAN,,158000
-122.16,37.45,19,2207,810,1304,775,2.1406,306490,NEAR BAY,,402500
-116.99,34.88,23,6060,1165,2920,1072,3.1528,72901,INLAND,,69000
-121.97,37.79,16,3873,484,1451,501,6.7857,331098,<1H OCEAN,,341300
-122.08,37.88,24,2059,462,410,294,2.3971,126626,NEAR BAY,,99400
-122.26,37.9,52,1927,279,705,288,7.8864,380097.1,NEAR BAY,,357300
-118.29,34.06,46,1759,1012,2716,877,2.1637,285347,<1H OCEAN,,350000
-118.98,35.38,34,1020,247,795,228,1.625,51166,INLAND,,50800
-118.29,34.03,42,1680,557,2099,526,1.9167,139242,<1H OCEAN,,136400
-117.26,33.86,16,1171,235,659,216,3.1103,124123,INLAND,,110000
-122.7,38.36,11,5817,878,2538,876,4.221,217712,<1H OCEAN,,227100
-117.03,32.65,14,1111,142,472,145,7.6344,318169.11,NEAR OCEAN,,290500
-119.46,36.25,32,1702,348,1016,350,2.5,72485,INLAND,,73600
-121.79,39.48,39,1105,180,408,166,3.3929,90525,INLAND,,82100
-121.23,38.65,19,2926,476,1349,480,4.6437,190583,INLAND,,212900
-119.32,36.32,35,2316,387,849,378,4.3816,94232,INLAND,,88600
-117.43,33.93,15,4836,1368,3012,1240,2.1865,125130,INLAND,,129300
-118.23,33.96,42,1977,570,2406,557,2.5913,153475,<1H OCEAN,,151600
-119.03,34.21,11,4528,729,2398,684,5.3044,300076,<1H OCEAN,,319000
-118.32,34.02,47,1648,346,1120,338,2.0042,115990,<1H OCEAN,,114200
